"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Italy (IT)","18.03.2017 13:00 - 18.03.2017 14:00 (CET/CEST)","282","n/e","253","3746","411","0","n/e","n/e","679","0","846","1739","318","n/e","n/e","7223","n/e","6547","38","n/e","3961"
"Italy (IT)","18.03.2017 14:00 - 18.03.2017 15:00 (CET/CEST)","278","n/e","299","4234","425","0","n/e","n/e","677","0","878","1688","316","n/e","n/e","7660","n/e","5261","41","n/e","4232"
"Italy (IT)","18.03.2017 15:00 - 18.03.2017 16:00 (CET/CEST)","276","n/e","284","4340","554","0","n/e","n/e","678","0","234","1712","325","n/e","n/e","8422","n/e","3844","42","n/e","4473"
"Italy (IT)","18.03.2017 16:00 - 18.03.2017 17:00 (CET/CEST)","278","n/e","264","4645","713","0","n/e","n/e","679","92","4","2164","622","n/e","n/e","9159","n/e","1961","41","n/e","4951"
"Italy (IT)","18.03.2017 17:00 - 18.03.2017 18:00 (CET/CEST)","279","n/e","247","4784","732","0","n/e","n/e","679","17","41","2864","1026","n/e","n/e","8700","n/e","502","41","n/e","5518"
"Italy (IT)","18.03.2017 18:00 - 18.03.2017 19:00 (CET/CEST)","279","n/e","269","4732","787","0","n/e","n/e","682","638","4","3675","1163","n/e","n/e","8884","n/e","6","42","n/e","5475"
"Italy (IT)","18.03.2017 19:00 - 18.03.2017 20:00 (CET/CEST)","279","n/e","305","5705","817","0","n/e","n/e","683","1261","4","3730","1072","n/e","n/e","8704","n/e","0","42","n/e","5303"
"Italy (IT)","18.03.2017 20:00 - 18.03.2017 21:00 (CET/CEST)","281","n/e","282","5282","817","0","n/e","n/e","683","916","2","3469","971","n/e","n/e","7615","n/e","0","41","n/e","5320"
"Italy (IT)","18.03.2017 21:00 - 18.03.2017 22:00 (CET/CEST)","280","n/e","271","4731","790","0","n/e","n/e","682","196","","2962","646","n/e","n/e","7247","n/e","0","42","n/e","5292"
"Italy (IT)","18.03.2017 22:00 - 18.03.2017 23:00 (CET/CEST)","282","n/e","273","4214","776","0","n/e","n/e","684","0","3","2241","504","n/e","n/e","6885","n/e","0","43","n/e","5235"
"Italy (IT)","18.03.2017 23:00 - 19.03.2017 00:00 (CET/CEST)","282","n/e","250","4300","801","0","n/e","n/e","682","1","4","1951","280","n/e","n/e","6752","n/e","0","42","n/e","5177"
"Italy (IT)","19.03.2017 00:00 - 19.03.2017 01:00 (CET/CEST)","284","n/e","262","3752","782","0","n/e","n/e","683","7","4","2075","154","n/e","n/e","6449","n/e","0","43","n/e","5145"
"Italy (IT)","19.03.2017 01:00 - 19.03.2017 02:00 (CET/CEST)","282","n/e","262","3372","566","0","n/e","n/e","684","0","79","1700","117","n/e","n/e","5911","n/e","0","41","n/e","5121"
"Italy (IT)","19.03.2017 02:00 - 19.03.2017 03:00 (CET/CEST)","280","n/e","262","3345","424","0","n/e","n/e","684","0","960","1634","86","n/e","n/e","5811","n/e","0","40","n/e","5090"
"Italy (IT)","19.03.2017 03:00 - 19.03.2017 04:00 (CET/CEST)","283","n/e","262","3348","436","0","n/e","n/e","684","0","1203","1415","53","n/e","n/e","5930","n/e","0","42","n/e","4904"
"Italy (IT)","19.03.2017 04:00 - 19.03.2017 05:00 (CET/CEST)","282","n/e","262","3589","433","0","n/e","n/e","684","0","1199","1592","101","n/e","n/e","6008","n/e","0","43","n/e","4598"
"Italy (IT)","19.03.2017 05:00 - 19.03.2017 06:00 (CET/CEST)","282","n/e","262","4203","496","0","n/e","n/e","684","0","947","1600","207","n/e","n/e","6910","n/e","0","41","n/e","4470"
"Italy (IT)","19.03.2017 06:00 - 19.03.2017 07:00 (CET/CEST)","279","n/e","262","3954","448","0","n/e","n/e","685","0","944","1778","291","n/e","n/e","6888","n/e","126","41","n/e","4485"
"Italy (IT)","19.03.2017 07:00 - 19.03.2017 08:00 (CET/CEST)","281","n/e","262","3971","410","0","n/e","n/e","684","0","597","1793","168","n/e","n/e","6726","n/e","1319","43","n/e","4272"
"Italy (IT)","19.03.2017 08:00 - 19.03.2017 09:00 (CET/CEST)","281","n/e","262","3974","409","0","n/e","n/e","682","124","400","1929","192","n/e","n/e","6613","n/e","3383","43","n/e","4004"
"Italy (IT)","19.03.2017 09:00 - 19.03.2017 10:00 (CET/CEST)","275","n/e","262","4502","434","0","n/e","n/e","681","0","292","2155","327","n/e","n/e","7195","n/e","5128","41","n/e","3740"
"Italy (IT)","19.03.2017 10:00 - 19.03.2017 11:00 (CET/CEST)","279","n/e","263","4265","410","0","n/e","n/e","681","4","254","2227","426","n/e","n/e","8131","n/e","6155","38","n/e","3744"
"Italy (IT)","19.03.2017 11:00 - 19.03.2017 12:00 (CET/CEST)","282","n/e","262","4108","409","0","n/e","n/e","679","4","80","1930","273","n/e","n/e","7986","n/e","7301","39","n/e","3723"
"Italy (IT)","19.03.2017 12:00 - 19.03.2017 13:00 (CET/CEST)","281","n/e","262","4232","411","0","n/e","n/e","677","3","139","1908","342","n/e","n/e","8077","n/e","7333","39","n/e","3050"
"Italy (IT)","19.03.2017 13:00 - 19.03.2017 14:00 (CET/CEST)","280","n/e","262","3934","465","0","n/e","n/e","676","0","436","1649","300","n/e","n/e","7681","n/e","6903","39","n/e","2923"
"Italy (IT)","19.03.2017 14:00 - 19.03.2017 15:00 (CET/CEST)","282","n/e","263","4049","457","0","n/e","n/e","674","0","315","1664","244","n/e","n/e","7589","n/e","6024","36","n/e","2795"
"Italy (IT)","19.03.2017 15:00 - 19.03.2017 16:00 (CET/CEST)","278","n/e","262","4385","451","0","n/e","n/e","674","62","162","1729","274","n/e","n/e","8279","n/e","4634","42","n/e","2919"
"Italy (IT)","19.03.2017 16:00 - 19.03.2017 17:00 (CET/CEST)","279","n/e","262","4648","559","0","n/e","n/e","673","315","8","2330","455","n/e","n/e","8766","n/e","2679","41","n/e","3308"
"Italy (IT)","19.03.2017 17:00 - 19.03.2017 18:00 (CET/CEST)","276","n/e","262","4715","683","0","n/e","n/e","673","1007","4","2770","804","n/e","n/e","8507","n/e","794","42","n/e","3134"
"Italy (IT)","19.03.2017 18:00 - 19.03.2017 19:00 (CET/CEST)","273","n/e","262","5179","760","0","n/e","n/e","675","2308","4","3604","836","n/e","n/e","8504","n/e","11","41","n/e","2949"
"Italy (IT)","19.03.2017 19:00 - 19.03.2017 20:00 (CET/CEST)","277","n/e","262","6111","813","0","n/e","n/e","675","2089","","3932","1096","n/e","n/e","9135","n/e","0","40","n/e","2729"
"Italy (IT)","19.03.2017 20:00 - 19.03.2017 21:00 (CET/CEST)","285","n/e","262","6008","820","0","n/e","n/e","675","923","","3788","927","n/e","n/e","8658","n/e","0","40","n/e","2516"
"Italy (IT)","19.03.2017 21:00 - 19.03.2017 22:00 (CET/CEST)","283","n/e","262","6016","817","0","n/e","n/e","677","321","","3148","487","n/e","n/e","8181","n/e","0","41","n/e","2338"
"Italy (IT)","19.03.2017 22:00 - 19.03.2017 23:00 (CET/CEST)","278","n/e","262","5644","819","0","n/e","n/e","679","9","","2261","320","n/e","n/e","7701","n/e","0","43","n/e","2407"
"Italy (IT)","19.03.2017 23:00 - 20.03.2017 00:00 (CET/CEST)","284","n/e","262","4989","793","0","n/e","n/e","680","7","4","2072","193","n/e","n/e","7259","n/e","0","44","n/e","2386"
"Italy (IT)","20.03.2017 00:00 - 20.03.2017 01:00 (CET/CEST)","286","n/e","263","4540","653","0","n/e","n/e","678","6","7","2020","172","n/e","n/e","7177","n/e","0","43","n/e","2339"
"Italy (IT)","20.03.2017 01:00 - 20.03.2017 02:00 (CET/CEST)","283","n/e","236","4687","494","0","n/e","n/e","678","5","647","1761","114","n/e","n/e","6853","n/e","0","44","n/e","2377"
"Italy (IT)","20.03.2017 02:00 - 20.03.2017 03:00 (CET/CEST)","284","n/e","232","4629","410","4","n/e","n/e","678","5","1353","1697","122","n/e","n/e","6751","n/e","0","44","n/e","2448"
"Italy (IT)","20.03.2017 03:00 - 20.03.2017 04:00 (CET/CEST)","284","n/e","249","4764","410","4","n/e","n/e","678","5","1604","1548","74","n/e","n/e","6838","n/e","0","44","n/e","2413"
"Italy (IT)","20.03.2017 04:00 - 20.03.2017 05:00 (CET/CEST)","283","n/e","240","5279","458","13","n/e","n/e","678","5","1489","1580","131","n/e","n/e","7127","n/e","0","43","n/e","2119"
"Italy (IT)","20.03.2017 05:00 - 20.03.2017 06:00 (CET/CEST)","280","n/e","255","5414","501","15","n/e","n/e","678","4","286","1611","133","n/e","n/e","7522","n/e","0","44","n/e","1776"
"Italy (IT)","20.03.2017 06:00 - 20.03.2017 07:00 (CET/CEST)","282","n/e","245","7004","619","45","n/e","n/e","666","3","219","1980","250","n/e","n/e","8868","n/e","163","43","n/e","1352"
"Italy (IT)","20.03.2017 07:00 - 20.03.2017 08:00 (CET/CEST)","283","n/e","250","8145","776","83","n/e","n/e","665","201","4","2540","614","n/e","n/e","10596","n/e","1508","42","n/e","930"
"Italy (IT)","20.03.2017 08:00 - 20.03.2017 09:00 (CET/CEST)","283","n/e","244","9098","812","125","n/e","n/e","666","205","4","3685","830","n/e","n/e","10916","n/e","3268","39","n/e","614"
"Italy (IT)","20.03.2017 09:00 - 20.03.2017 10:00 (CET/CEST)","281","n/e","270","9100","811","135","n/e","n/e","666","25","4","3302","685","n/e","n/e","11053","n/e","4847","39","n/e","547"
"Italy (IT)","20.03.2017 10:00 - 20.03.2017 11:00 (CET/CEST)","279","n/e","290","8811","812","135","n/e","n/e","671","25","4","2584","551","n/e","n/e","10517","n/e","5876","41","n/e","570"
"Italy (IT)","20.03.2017 11:00 - 20.03.2017 12:00 (CET/CEST)","284","n/e","264","8447","815","135","n/e","n/e","672","25","4","2275","466","n/e","n/e","10189","n/e","6401","43","n/e","529"
"Italy (IT)","20.03.2017 12:00 - 20.03.2017 13:00 (CET/CEST)","278","n/e","261","7527","815","135","n/e","n/e","670","25","147","2030","369","n/e","n/e","9456","n/e","7249","42","n/e","498"
"Italy (IT)","20.03.2017 13:00 - 20.03.2017 14:00 (CET/CEST)","281","n/e","270","7996","817","135","n/e","n/e","659","25","151","1924","359","n/e","n/e","9109","n/e","7608","41","n/e","502"
"Italy (IT)","20.03.2017 14:00 - 20.03.2017 15:00 (CET/CEST)","275","n/e","276","8055","819","140","n/e","n/e","668","157","149","2041","629","n/e","n/e","9998","n/e","6438","42","n/e","535"
"Italy (IT)","20.03.2017 15:00 - 20.03.2017 16:00 (CET/CEST)","242","n/e","257","7804","820","242","n/e","n/e","667","287","4","2897","824","n/e","n/e","10910","n/e","5015","41","n/e","566"
"Italy (IT)","20.03.2017 16:00 - 20.03.2017 17:00 (CET/CEST)","242","n/e","256","8193","820","260","n/e","n/e","667","259","4","3672","1012","n/e","n/e","11586","n/e","2927","41","n/e","553"
"Italy (IT)","20.03.2017 17:00 - 20.03.2017 18:00 (CET/CEST)","240","n/e","252","8701","818","260","n/e","n/e","667","1526","","3676","939","n/e","n/e","12206","n/e","810","41","n/e","500"
"Italy (IT)","20.03.2017 18:00 - 20.03.2017 19:00 (CET/CEST)","239","n/e","242","9040","816","246","n/e","n/e","666","2261","","4702","1157","n/e","n/e","12290","n/e","13","37","n/e","431"
"Italy (IT)","20.03.2017 19:00 - 20.03.2017 20:00 (CET/CEST)","242","n/e","246","9757","817","192","n/e","n/e","669","2765","","5053","1375","n/e","n/e","12776","n/e","0","41","n/e","395"
"Italy (IT)","20.03.2017 20:00 - 20.03.2017 21:00 (CET/CEST)","241","n/e","264","9802","817","164","n/e","n/e","671","2318","","4580","932","n/e","n/e","11997","n/e","0","41","n/e","314"
"Italy (IT)","20.03.2017 21:00 - 20.03.2017 22:00 (CET/CEST)","246","n/e","242","10153","818","189","n/e","n/e","672","283","3","3920","929","n/e","n/e","10984","n/e","0","43","n/e","248"
"Italy (IT)","20.03.2017 22:00 - 20.03.2017 23:00 (CET/CEST)","245","n/e","258","9315","814","11","n/e","n/e","672","49","4","3132","580","n/e","n/e","9671","n/e","0","44","n/e","161"
"Italy (IT)","20.03.2017 23:00 - 21.03.2017 00:00 (CET/CEST)","249","n/e","246","8365","796","0","n/e","n/e","675","47","76","2272","308","n/e","n/e","9274","n/e","0","44","n/e","117"
"Italy (IT)","21.03.2017 00:00 - 21.03.2017 01:00 (CET/CEST)","247","n/e","259","7286","836","0","n/e","n/e","677","0","571","2156","209","n/e","n/e","8554","n/e","0","45","n/e","98"
"Italy (IT)","21.03.2017 01:00 - 21.03.2017 02:00 (CET/CEST)","245","n/e","250","6928","838","0","n/e","n/e","676","50","1261","2021","149","n/e","n/e","8019","n/e","0","43","n/e","92"
"Italy (IT)","21.03.2017 02:00 - 21.03.2017 03:00 (CET/CEST)","243","n/e","239","6633","825","0","n/e","n/e","674","100","1444","1809","143","n/e","n/e","7626","n/e","0","41","n/e","99"
"Italy (IT)","21.03.2017 03:00 - 21.03.2017 04:00 (CET/CEST)","246","n/e","234","6622","824","4","n/e","n/e","675","100","1441","1681","120","n/e","n/e","7559","n/e","0","39","n/e","123"
"Italy (IT)","21.03.2017 04:00 - 21.03.2017 05:00 (CET/CEST)","246","n/e","249","6791","824","22","n/e","n/e","674","100","1333","1702","121","n/e","n/e","7749","n/e","0","39","n/e","195"
"Italy (IT)","21.03.2017 05:00 - 21.03.2017 06:00 (CET/CEST)","251","n/e","244","7202","823","43","n/e","n/e","674","40","666","1790","155","n/e","n/e","8558","n/e","0","41","n/e","310"
"Italy (IT)","21.03.2017 06:00 - 21.03.2017 07:00 (CET/CEST)","245","n/e","250","8349","823","88","n/e","n/e","673","3","293","2037","428","n/e","n/e","10349","n/e","107","41","n/e","383"
"Italy (IT)","21.03.2017 07:00 - 21.03.2017 08:00 (CET/CEST)","243","n/e","253","9238","823","133","n/e","n/e","664","184","83","3191","997","n/e","n/e","11351","n/e","1202","39","n/e","370"
"Italy (IT)","21.03.2017 08:00 - 21.03.2017 09:00 (CET/CEST)","248","n/e","281","9631","822","159","n/e","n/e","656","1008","83","3708","1020","n/e","n/e","11624","n/e","2763","40","n/e","378"
"Italy (IT)","21.03.2017 09:00 - 21.03.2017 10:00 (CET/CEST)","246","n/e","280","9983","829","256","n/e","n/e","650","175","36","3609","928","n/e","n/e","11725","n/e","4402","39","n/e","443"
"Italy (IT)","21.03.2017 10:00 - 21.03.2017 11:00 (CET/CEST)","246","n/e","256","9615","838","277","n/e","n/e","646","0","130","2830","755","n/e","n/e","11343","n/e","5891","42","n/e","499"
"Italy (IT)","21.03.2017 11:00 - 21.03.2017 12:00 (CET/CEST)","247","n/e","278","9134","840","268","n/e","n/e","648","0","254","2600","562","n/e","n/e","11317","n/e","7011","40","n/e","664"
"Italy (IT)","21.03.2017 12:00 - 21.03.2017 13:00 (CET/CEST)","248","n/e","251","8243","837","257","n/e","n/e","655","0","254","2162","403","n/e","n/e","10476","n/e","7368","41","n/e","860"
"Italy (IT)","21.03.2017 13:00 - 21.03.2017 14:00 (CET/CEST)","247","n/e","276","8476","838","44","n/e","n/e","654","0","254","2111","424","n/e","n/e","10221","n/e","6722","42","n/e","996"
"Italy (IT)","21.03.2017 14:00 - 21.03.2017 15:00 (CET/CEST)","244","n/e","304","8867","839","0","n/e","n/e","658","0","212","2430","605","n/e","n/e","11173","n/e","5738","39","n/e","1105"
"Italy (IT)","21.03.2017 15:00 - 21.03.2017 16:00 (CET/CEST)","249","n/e","285","9002","839","0","n/e","n/e","659","0","21","2971","943","n/e","n/e","11592","n/e","4508","41","n/e","1204"
"Italy (IT)","21.03.2017 16:00 - 21.03.2017 17:00 (CET/CEST)","242","n/e","279","9471","839","0","n/e","n/e","659","7","4","3465","1007","n/e","n/e","12348","n/e","2539","41","n/e","1160"
"Italy (IT)","21.03.2017 17:00 - 21.03.2017 18:00 (CET/CEST)","238","n/e","253","9723","838","0","n/e","n/e","674","185","2","4080","912","n/e","n/e","13269","n/e","639","41","n/e","776"
"Italy (IT)","21.03.2017 18:00 - 21.03.2017 19:00 (CET/CEST)","245","n/e","288","10214","836","0","n/e","n/e","674","1122","","4699","1189","n/e","n/e","13515","n/e","7","41","n/e","512"
"Italy (IT)","21.03.2017 19:00 - 21.03.2017 20:00 (CET/CEST)","245","n/e","296","10455","838","0","n/e","n/e","674","1528","","4822","1331","n/e","n/e","13964","n/e","0","42","n/e","408"
"Italy (IT)","21.03.2017 20:00 - 21.03.2017 21:00 (CET/CEST)","241","n/e","261","10170","837","0","n/e","n/e","675","1199","","4291","961","n/e","n/e","13235","n/e","0","42","n/e","339"
"Italy (IT)","21.03.2017 21:00 - 21.03.2017 22:00 (CET/CEST)","262","n/e","232","9968","836","0","n/e","n/e","675","161","4","3337","791","n/e","n/e","12191","n/e","0","42","n/e","338"
"Italy (IT)","21.03.2017 22:00 - 21.03.2017 23:00 (CET/CEST)","276","n/e","248","9069","833","0","n/e","n/e","676","1","51","2673","446","n/e","n/e","10869","n/e","0","43","n/e","364"
"Italy (IT)","21.03.2017 23:00 - 22.03.2017 00:00 (CET/CEST)","277","n/e","240","7923","820","0","n/e","n/e","676","0","84","2204","297","n/e","n/e","9719","n/e","0","43","n/e","378"
"Italy (IT)","22.03.2017 00:00 - 22.03.2017 01:00 (CET/CEST)","276","n/e","248","6356","815","0","n/e","n/e","672","0","671","2025","221","n/e","n/e","8951","n/e","0","42","n/e","423"
"Italy (IT)","22.03.2017 01:00 - 22.03.2017 02:00 (CET/CEST)","278","n/e","269","5697","816","0","n/e","n/e","672","0","831","1823","175","n/e","n/e","8339","n/e","0","41","n/e","564"
"Italy (IT)","22.03.2017 02:00 - 22.03.2017 03:00 (CET/CEST)","273","n/e","251","5434","720","0","n/e","n/e","672","0","924","1731","181","n/e","n/e","7774","n/e","0","41","n/e","618"
"Italy (IT)","22.03.2017 03:00 - 22.03.2017 04:00 (CET/CEST)","276","n/e","249","5345","655","0","n/e","n/e","672","0","1020","1674","171","n/e","n/e","7596","n/e","0","41","n/e","726"
"Italy (IT)","22.03.2017 04:00 - 22.03.2017 05:00 (CET/CEST)","278","n/e","266","5355","716","0","n/e","n/e","672","0","1175","1730","171","n/e","n/e","7937","n/e","0","41","n/e","762"
"Italy (IT)","22.03.2017 05:00 - 22.03.2017 06:00 (CET/CEST)","279","n/e","262","6331","784","0","n/e","n/e","672","0","1138","1776","204","n/e","n/e","8840","n/e","0","39","n/e","769"
"Italy (IT)","22.03.2017 06:00 - 22.03.2017 07:00 (CET/CEST)","281","n/e","287","7838","819","16","n/e","n/e","672","0","440","1906","308","n/e","n/e","10177","n/e","174","38","n/e","731"
"Italy (IT)","22.03.2017 07:00 - 22.03.2017 08:00 (CET/CEST)","280","n/e","269","9686","830","34","n/e","n/e","666","33","127","2539","575","n/e","n/e","11725","n/e","1229","39","n/e","690"
"Italy (IT)","22.03.2017 08:00 - 22.03.2017 09:00 (CET/CEST)","278","n/e","271","10399","832","54","n/e","n/e","662","48","","3277","895","n/e","n/e","12430","n/e","2777","39","n/e","560"
"Italy (IT)","22.03.2017 09:00 - 22.03.2017 10:00 (CET/CEST)","255","n/e","265","10441","824","58","n/e","n/e","664","15","","3272","882","n/e","n/e","12476","n/e","4022","41","n/e","458"
"Italy (IT)","22.03.2017 10:00 - 22.03.2017 11:00 (CET/CEST)","251","n/e","278","10246","817","59","n/e","n/e","670","0","148","2781","695","n/e","n/e","12463","n/e","4996","40","n/e","422"
"Italy (IT)","22.03.2017 11:00 - 22.03.2017 12:00 (CET/CEST)","255","n/e","280","9880","815","59","n/e","n/e","671","0","151","2483","534","n/e","n/e","12343","n/e","5973","41","n/e","530"
"Italy (IT)","22.03.2017 12:00 - 22.03.2017 13:00 (CET/CEST)","243","n/e","268","8912","814","59","n/e","n/e","671","0","151","2206","421","n/e","n/e","11269","n/e","6424","42","n/e","710"
"Italy (IT)","22.03.2017 13:00 - 22.03.2017 14:00 (CET/CEST)","245","n/e","261","8218","815","64","n/e","n/e","671","0","200","2121","368","n/e","n/e","11443","n/e","6121","42","n/e","968"
"Italy (IT)","22.03.2017 14:00 - 22.03.2017 15:00 (CET/CEST)","242","n/e","290","8496","817","138","n/e","n/e","673","0","133","2335","501","n/e","n/e","12223","n/e","5423","42","n/e","1198"
"Italy (IT)","22.03.2017 15:00 - 22.03.2017 16:00 (CET/CEST)","237","n/e","248","9231","830","146","n/e","n/e","673","35","4","2633","780","n/e","n/e","12551","n/e","4122","42","n/e","1155"
"Italy (IT)","22.03.2017 16:00 - 22.03.2017 17:00 (CET/CEST)","243","n/e","276","10054","818","146","n/e","n/e","673","150","139","3229","898","n/e","n/e","12854","n/e","2388","39","n/e","1125"
"Italy (IT)","22.03.2017 17:00 - 22.03.2017 18:00 (CET/CEST)","247","n/e","249","9677","809","120","n/e","n/e","673","219","5","4072","1139","n/e","n/e","13245","n/e","630","32","n/e","1061"
"Italy (IT)","22.03.2017 18:00 - 22.03.2017 19:00 (CET/CEST)","249","n/e","260","10189","830","1","n/e","n/e","673","907","","4677","1411","n/e","n/e","13529","n/e","16","22","n/e","924"
"Italy (IT)","22.03.2017 19:00 - 22.03.2017 20:00 (CET/CEST)","248","n/e","250","10374","829","0","n/e","n/e","662","1839","","4695","1535","n/e","n/e","13708","n/e","0","23","n/e","775"
"Italy (IT)","22.03.2017 20:00 - 22.03.2017 21:00 (CET/CEST)","247","n/e","250","10324","831","0","n/e","n/e","663","1119","","4276","1219","n/e","n/e","13147","n/e","0","23","n/e","691"
"Italy (IT)","22.03.2017 21:00 - 22.03.2017 22:00 (CET/CEST)","247","n/e","266","10091","830","0","n/e","n/e","664","309","3","3436","941","n/e","n/e","11845","n/e","0","21","n/e","744"
"Italy (IT)","22.03.2017 22:00 - 22.03.2017 23:00 (CET/CEST)","247","n/e","249","9492","830","0","n/e","n/e","664","1","50","2773","513","n/e","n/e","10263","n/e","0","22","n/e","996"
"Italy (IT)","22.03.2017 23:00 - 23.03.2017 00:00 (CET/CEST)","245","n/e","241","8562","818","0","n/e","n/e","664","1","26","2264","318","n/e","n/e","9454","n/e","0","22","n/e","1234"
"Italy (IT)","23.03.2017 00:00 - 23.03.2017 01:00 (CET/CEST)","252","n/e","257","5881","814","0","n/e","n/e","660","0","168","2136","213","n/e","n/e","8485","n/e","0","23","n/e","1378"
"Italy (IT)","23.03.2017 01:00 - 23.03.2017 02:00 (CET/CEST)","256","n/e","252","5211","711","0","n/e","n/e","660","0","716","2037","182","n/e","n/e","7866","n/e","0","23","n/e","1545"
"Italy (IT)","23.03.2017 02:00 - 23.03.2017 03:00 (CET/CEST)","256","n/e","250","4714","447","0","n/e","n/e","660","0","661","1833","149","n/e","n/e","7422","n/e","0","23","n/e","1742"
"Italy (IT)","23.03.2017 03:00 - 23.03.2017 04:00 (CET/CEST)","257","n/e","254","4614","418","0","n/e","n/e","660","0","660","1798","145","n/e","n/e","7176","n/e","0","24","n/e","1740"
